,user_name,user_location,user_description,user_verified,date,text,hashtags,source
0,LiV,757,break the cycle.eye choose happy. sublime. multidimensional.,False,2022-07-26 01:05:26+00:00,RT @plantbasedvibes: 👩🏽‍🌾 it's the 3 sisters garden flourishing in se #dc for me 🌽 🫘 🎃 #ward8 #fooddesert #indigenous #farming #urbanag htt…,"['dc', 'ward8', 'fooddesert', 'indigenous', 'farming', 'urbanag']",Twitter Web App
1,𝚖𝚎𝚎𝚙 ᰔᩚ,they/s 18 pan 🍰 || (infp-a),"『 𖦹₊˚⊙♐︎🌙♏︎ ↑♌︎•°๑ 』 ⋆｡ﾟ☁︎  ｡⋆ೄྀ࿐ ˊˎ-·˚ ༘₊· ͟͟͞͞꒰➳ ⓘᵗʰⁱˢ ᵘˢᵉʳ ⁱˢ ᵗʰⁱⁿᵏⁱⁿᵍ ᵃᵇᵒᵘᵗ ᵏⁱᵐ ˢᵘⁿᵒᵒ ₍⑅ᐢ..ᐢ₎
ღ𖧧",False,2022-07-25 23:59:36+00:00,RT @plantbasedvibes: 👩🏽‍🌾 it's the 3 sisters garden flourishing in se #dc for me 🌽 🫘 🎃 #ward8 #fooddesert #indigenous #farming #urbanag htt…,"['dc', 'ward8', 'fooddesert', 'indigenous', 'farming', 'urbanag']",Twitter for Android
2,🎉 follow @greenwithin 🌷,dmv,the og 💚 plant-based 16 years. afro-indigenous. encouraging you to make better choices. #bipochealthandwellness 👩🏾‍🌾♻️ | @greenwithindc 🌱,False,2022-07-25 23:47:22+00:00,RT @plantbasedvibes: 👩🏽‍🌾 it's the 3 sisters garden flourishing in se #dc for me 🌽 🫘 🎃 #ward8 #fooddesert #indigenous #farming #urbanag htt…,"['dc', 'ward8', 'fooddesert', 'indigenous', 'farming', 'urbanag']",Twitter for iPhone
3,Gail Chambers,,,False,2022-07-25 20:01:11+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for Android
4,The Buffalo News,"Buffalo, NY","News alerts, headlines & more from WNY’s largest newsroom.",True,2022-07-25 17:58:12+00:00,"RT @JanetBfloNext: Efforts to address Buffalo's East Side food desert continue with help from @FieldandForkWNY &amp; @kathyhochul.
Field &amp; Fork…",,TweetDeck
5,Janet Gramza,"Buffalo, NY",@syracusedotcom  veteran now @TheBuffaloNews. #SU @newhouseSU alum. #BuffaloBills #BillsMafia. ‘Definitely’ on the Spectrum. Email: jgramza@buffnews.com,False,2022-07-25 17:51:50+00:00,"Efforts to address Buffalo's East Side food desert continue with help from @FieldandForkWNY &amp; @kathyhochul.
Field &amp; Fork expands access to fresh produce on Buffalo’s East Side. https://t.co/MCIBX04Xvk via @TheBuffaloNews #EastBuffalo #fooddesert #FieldandFork #ClintonBaileyMarket",,Twitter Web App
6,แอสโทรฟิลไลท์ มูน,@thegumbeauxpot,"“It’s your cup, drink it” ~ Dwayne Carter",False,2022-07-25 14:25:49+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for iPhone
7,Jean Franćois,Maryland,1/2 of @LoudSxmply || Future Sounds Artist ||    Music Changed Everything || Photographer ||Listen 2 Toshi’s Space Pod & The Gas Station || DM for Production ||,False,2022-07-25 12:25:47+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for iPhone
8,M14x,,,False,2022-07-25 12:09:29+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for Android
9,🎉 follow @greenwithin 🌷,dmv,the og 💚 plant-based 16 years. afro-indigenous. encouraging you to make better choices. #bipochealthandwellness 👩🏾‍🌾♻️ | @greenwithindc 🌱,False,2022-07-25 11:45:56+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for iPhone
10,greenwithin INC 🌱,"Washington, DC","creating sustainable food opportunities for underserved dc residents through local agriculture, plant-based food & nutrition education. ♻️🥬👩🏾‍🌾",False,2022-07-25 11:45:25+00:00,"RT @ElmiraMarket: ‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0C…",,Twitter for iPhone
11,Elmira Market,"Washington, DC","4401 South Capitol Street SW Washington, DC. Mon-Sat 9:30AM-10:00PM Sunday 12:00AM-9:00PM 🍎 Fresh Produce - Cold Beer & Wine 🍺 #Ward8DC #FoodJustice",False,2022-07-25 11:43:21+00:00,"‼️ Elmira Alert ‼️ | Media 📺 

DC Central Kitchen brings fresh produce to stores in food deserts | https://t.co/ttQ0gEs0CF | Check us out! #dc #fooddesert #foodjustice ⁦@dcck⁩ ⁦@greenwithindc⁩ @ward8well #ward8  https://t.co/VjEvRjZtKp",,Twitter for iPhone
12,"Elizabeth C Madsen, Esq.",,"Immigration lawyer; mother; musician; knitter; gardener; birdwatcher. #PostcardsToVoters.  Hand-marked paper ballots. LGBTQIA ally. No rude tweets, please.",False,2022-07-25 04:43:34+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter Web App
13,Thee Prairie Mermaid,Fly-over states,"local weirdo, avid shoe wearer, blue in red SD, I mow John Feal’s lawn, #BLM #BeLikeTank #ADHD, #WaterIsLife, #LandBack, love is love, cliffhangers are.",False,2022-07-25 04:40:18+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for iPhone
14,Freedom2B,,"Mid-40s queer Muslim in Michigan, anti-racism loudmouth. I burn conservatives.",False,2022-07-25 04:18:00+00:00,"@cjcreed @drew_deacon @Jolz_Aust @PaulistFathers GOD YES VEGETABLES HERE HERE OVER HERE PLEASE.

Ok. Ok.
#FoodDesert
#TransportationDesert
I'm ok.",,Twitter Web App
15,FriendsPineRidgeRes,,"Friends of Pine Ridge Reservation - Making life on reservations a little easier, one donation at a time. #Resist 🌊 🌊 #BidenHarris",False,2022-07-25 04:17:28+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for iPad
16,Merchant Media,Everywhere,"Helping #brands and #smallbusiness go #digital on the #blockchain

#xlm #xrp #xrpl #sologenic #solana #nft #nfts #nftcreators",False,2022-07-25 00:17:11+00:00,RT @SeedsnMiddle: #eat #drink #dogood end #fooddesert #foodinsecurity - join us and #supportlocal #gowanus #gowanusbrooklyn - they are help…,"['eat', 'drink', 'dogood', 'fooddesert', 'foodinsecurity', 'supportlocal', 'gowanus', 'gowanusbrooklyn']",Merchant Media Bot
17,FranchiseSales247,,"Tweets and retweets about the latest business opportunities, news and jobs in #franchising around the world.

New site online soon.",False,2022-07-24 23:37:27+00:00,RT @SeedsnMiddle: #eat #drink #dogood end #fooddesert #foodinsecurity - join us and #supportlocal #gowanus #gowanusbrooklyn - they are help…,"['eat', 'drink', 'dogood', 'fooddesert', 'foodinsecurity', 'supportlocal', 'gowanus', 'gowanusbrooklyn']",FS247 Bot
18,Seeds in the Middle,"Brooklyn, New York","Joyfully empowering Hip2B Healthy kids, 1 school at a time. Fresh food & fitness at school. Job openings! Min. age 4. Give: https://t.co/yLSCWYLQ2w",False,2022-07-24 23:28:48+00:00,#eat #drink #dogood end #fooddesert #foodinsecurity - join us and #supportlocal #gowanus #gowanusbrooklyn - they are helping our kids. Can you? Delicious fun day for all https://t.co/ogoHQ1JzzQ,"['eat', 'drink', 'dogood', 'fooddesert', 'foodinsecurity', 'supportlocal', 'gowanus', 'gowanusbrooklyn']",Twitter Web App
19,Verson Jetorix 🇺🇸,,"A republic, if you can keep it.",False,2022-07-24 23:26:57+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for Android
20,soup bird,,gender,False,2022-07-24 23:11:31+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",vehement_soup
21,Sandy ✌️ Alano,"Apache Junction, AZ","Resistor, Vietnam era veteran USAF",False,2022-07-24 22:53:07+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for iPad
22,Peyote Records ,Southwind,"software, music and growth",False,2022-07-24 22:51:30+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",proxPhoto
23,Bob Foss ☮️,"Florida, USA","Searching for truth and integrity in a world of hypocrites. Save a life...adopt a pet. Navy Vet, Blue Water, (HM1), MCB, retired nurse. UND alum  @VVAmerica.",False,2022-07-24 22:43:22+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for Android
24,Master Ninja Theme Song 🏞️,Fifth spruce on the far left,A safety engineer doing his part to make the world a slightly better place. Bigfoot and multiverse enthusiast. Provider of terrible advice. DMs cool.,False,2022-07-24 22:38:40+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter Web App
25,Salma Typhii,,Epidemiologist. Foreign policy and current events nerd. Too many pets. Superpowers: misremembered quotes & useless facts she/her #MMIW #MMIWG,False,2022-07-24 22:38:08+00:00,"RT @FoPRR: Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDese…","['food', 'help', 'Indigenous', 'NativeAmerican']",Twitter for Android
26,FriendsPineRidgeRes,,"Friends of Pine Ridge Reservation - Making life on reservations a little easier, one donation at a time. #Resist 🌊 🌊 #BidenHarris",False,2022-07-24 22:36:50+00:00,"Lakota families on Pine Ridge Rez need our help w/#food. Thanks for the #help &amp; retweets!

#Indigenous #NativeAmerican #FoodDesert #Hunger #KindnessMatters #FoodBank #Beans #PeanutButter #Milk #Soup #Tea #Coffee #Vegetables #Fruit #Tuna #water #Flour 

https://t.co/EYMkzyiBtg https://t.co/O1XCzbZhe1","['food', 'help', 'Indigenous']",Twitter for iPad
27,fen,occupied Osage &Kiikaapoi land,24 ☭ nonbinary and usually confused they/them,False,2022-07-24 16:16:58+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
28,NoctisEqui,,"Roadie for The Four Horsemen, walk on part in '’LOTR’', dream night job, international presence, enjoys a good horse laugh.BFF Pegasus. Hell is home. Resist",False,2022-07-24 01:45:35+00:00,RT @FoPRR: Also sending out #thanks to the generous donor who just ordered 108 cans of vegetables for Lakota families! Food boxes are distr…,['thanks'],Twitter for iPad
29,Peyote Records ,Southwind,"software, music and growth",False,2022-07-24 00:51:43+00:00,RT @FoPRR: Also sending out #thanks to the generous donor who just ordered 108 cans of vegetables for Lakota families! Food boxes are distr…,['thanks'],proxPhoto
30,Peyote Records ,Northwind,"software, music and growth

#nft",False,2022-07-24 00:06:16+00:00,RT @FoPRR: Also sending out #thanks to the generous donor who just ordered 108 cans of vegetables for Lakota families! Food boxes are distr…,['thanks'],proxhawk
31,anne,"Gloucester, MA",Documentary Photographer and Teacher,False,2022-07-24 00:02:53+00:00,RT @FoPRR: Also sending out #thanks to the generous donor who just ordered 108 cans of vegetables for Lakota families! Food boxes are distr…,['thanks'],Twitter Web App
32,FriendsPineRidgeRes,,"Friends of Pine Ridge Reservation - Making life on reservations a little easier, one donation at a time. #Resist 🌊 🌊 #BidenHarris",False,2022-07-24 00:01:52+00:00,"Also sending out #thanks to the generous donor who just ordered 108 cans of vegetables for Lakota families! Food boxes are distributed every Wednesday so they can really use these. 

#FoodDesert #Hunger #FoodBank #NativeAmerican #Indigenous 

https://t.co/EYMkzyiBtg https://t.co/IQaW9TWRrT",['thanks'],Twitter for iPad
33,Trey Evans,Trey Evans,"Trey Evans is a content creator, speech writer and voice artist. Trey delivers passionate and short thought provoking projects. #motivation #tellemaboutthedream",False,2022-07-23 14:36:56+00:00,"Between A Rock and a Desert https://t.co/3aJVDszhaA via @YouTube Ep. 22 Between A Rock and a Desert
#freshfoodmatters #freshfood
#fooddesert #foodinequality
#farmersmarket #supermarket
#healthissues #vegetables
 #fruits #poverty 
 #fastfood
#unhealthy
#treyevans #ThePeoplesVoice",,Twitter Web App
34,Empty Head 24/7,,He/Him,False,2022-07-23 02:09:49+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
35,the tasty brick,hell,"She/They | 24 | ND | white 
☢️Unreality Warning, Zero Escape/AI/Danganronpa Spoilers!☢️
⚠️17+ only, no minors⚠️",False,2022-07-22 22:41:02+00:00,"RT @enbyNiqabi: Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, and rice and beans! P…",,Twitter Web App
36,Nina❤️ My twins is my life,,singlemom 🔸 #BLM supporter 🔸 #MentalHealthMatters 🔸 Proud supporter of #LGBTQ🔸#M4A  🔸#StopAsianHate,False,2022-07-22 22:40:05+00:00,"RT @enbyNiqabi: Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, and rice and beans! P…",,Twitter Web App
37,grey O_o,carrd byf /srs ⛧ blm acab💙💛,ic: @/vewn_ on ig @S4MMYSJ4M ♡ /r,False,2022-07-22 21:37:28+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter Web App
38,"ginger, papa emeritus ii stan",the void,"21 | nonbinary lesbian (they/fae) | black lives matter and ACAB | vocaloid, zelda, and kingdom hearts enthusiast | spider-man enjoyer | anarcho-communist",False,2022-07-22 19:33:03+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
39,Olivia Grace ♿ 💎,Hermantown,"Oncology Patient
Breast cancer 🎀
.
If life was pleasant, living it would be illegal.",False,2022-07-22 19:30:31+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
40,patty pat,,p | 24 | cancer 🌞 libra 🌙 virgo ↗️ | pan| sub | burlesque dancer | she+they pronouns | my nsfw twt: @succubusinbloom | cashapp: $midnightcityyy,False,2022-07-22 19:22:17+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
41,mr. lex is the oryx. 🪞 (they/she),moneyyy.me/$roseybloom24,"Lex, 22. || BLACK || tme lesbian || a spirit walking. || ya neighborhood unctie || trans + gender fluid || aquarius || NO MINORS!! 🔞 views are my own",False,2022-07-22 19:14:53+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
42,mutualaidmatters❤️‍🩹,"Atlanta, GA","27 , & I’m a female 🏳️‍🌈 Lesbian 💘 I made this page for me & my crowdfunding mutuals . BLM ✊🏾",False,2022-07-22 19:13:44+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
43,Lukas + Starry Sys,"New Yoke, Shatter-Verse.","Bodily 18, Latino, tme, autistic, Lukas/Host’s info: he/it, aro acespec lesbian. Amateur musician. DNI: pr0shiper, s0namy, d$mp, racist.",False,2022-07-22 19:11:11+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
44,𝑔𝓊𝒾𝓁𝓁𝒶𝓊𝓂𝑒. ☭,,pronounced ɡiːˈjoʊm ⋅ he/him,False,2022-07-22 18:58:06+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
45,Caiman 🌸🌈,,🇵🇷they gay man,False,2022-07-22 18:41:36+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
46,ivy♏,pluto,"a 25 year old sensitive scorpio. two headed. lesbian. tme. (they/them)
🇭🇹",False,2022-07-22 18:29:07+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
47,sugar plum lover,28 Kitten ||minors dni|| 21+ ,stuck writing things in constant metamorphosis▪️hoeing (@lavenderinferno) 28 https://t.co/1AJXPxznIR,False,2022-07-22 18:00:23+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
48,Alexia Ruxandra,"Bucureşti, România","22 ~ gemini sun, leo moon, cancer rising ~ INTP-T ~ she/they ~ 🇷🇴",False,2022-07-22 17:43:24+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for Android
49,Xenia D.,DC in body/Chicago in spirit,🇬🇷🇺🇸 Sweets addict & travel lover. Music and soccer are my passions. #DCU #MUFC #USMNT  Minority owner of @DetroitCityFC & @pdxfootballclub ⚽,False,2022-07-22 17:41:35+00:00,"This is great, but where's the food????? #Ward8 #fooddesert https://t.co/VhwMkNJOWw","['Ward8', 'fooddesert']",Twitter for Android
50,tay / chiffon / chess ⏱,,"a stitch in time saves nine ! ⚙️ she/they/nyx , minor , white 🔗 exclus/proship/nsfw do not interact ⛓️ read rentry before you follow please !",False,2022-07-22 17:29:18+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
51,𝑔𝓊𝒾𝓁𝓁𝒶𝓊𝓂𝑒. ☭,,pronounced ɡiːˈjoʊm ⋅ he/him,False,2022-07-22 17:24:30+00:00,"RT @enbyNiqabi: Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, and rice and beans! P…",,Twitter for iPhone
52,evil moss jackson (they/cloud/moon),always confused,15 | Non-Binary | Genderfluid | Lesbian | Polyamorous | Aromantic | Aceflux | tme | ADHD | anxiety | East Asian (American🥲) | Catra🧎🛐 | pls use tone tags |,False,2022-07-22 17:24:01+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
53,manyface,icon: chrysanthanos,"there is a sound on the other side of this wall, burning, singing, on the other side of this glass; footsteps, concealed. silence is preserving the voice.",False,2022-07-22 17:22:48+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
54,mink mink mink sauce,,"Talisa🧍🏾lesbotron 25 TME DO NOT FOLLOW ME IF YOU ARE NOT BLACK, SEND ME MONEY INSTEAD LINKS BELOW",False,2022-07-22 17:06:00+00:00,"RT @enbyNiqabi: I’m at $109/$1200! Hey y’all, I’m trying to buy ingredients for baked sweet potatoes, carrot chili, oatmeal, tuna salad, an…",,Twitter for iPhone
